destination_id,user_id,start_date,end_date,cost,city_id
7,1,2022-06-20,2022-06-25,3200,7
7,2,2022-06-20,2022-06-25,3200,7
7,0,2022-06-20,2022-06-25,3200,8
7,1,2022-06-20,2022-06-25,3200,8
7,2,2022-06-20,2022-06-25,3200,8
7,0,2022-06-20,2022-06-25,3200,10
7,1,2022-06-20,2022-06-25,3200,10
7,2,2022-06-20,2022-06-25,3200,10
7,0,2022-06-20,2022-06-25,3200,9
7,1,2022-06-20,2022-06-25,3200,9
7,2,2022-06-20,2022-06-25,3200,9
7,3,2022-09-15,2022-09-20,3600,7
7,4,2022-09-15,2022-09-20,3600,7
7,5,2022-09-15,2022-09-20,3600,7
7,3,2022-09-15,2022-09-20,3600,11
7,4,2022-09-15,2022-09-20,3600,11
7,5,2022-09-15,2022-09-20,3600,11
7,3,2022-09-15,2022-09-20,3600,6
7,4,2022-09-15,2022-09-20,3600,6
7,5,2022-09-15,2022-09-20,3600,6
7,3,2022-09-15,2022-09-20,3600,9
7,4,2022-09-15,2022-09-20,3600,9
7,5,2022-09-15,2022-09-20,3600,9
7,3,2022-09-15,2022-09-20,3600,10
7,4,2022-09-15,2022-09-20,3600,10
7,5,2022-09-15,2022-09-20,3600,10
8,2,2022-01-05,2022-01-10,3000,8
8,5,2022-01-05,2022-01-10,3000,8
8,2,2022-01-05,2022-01-10,3000,7
8,5,2022-01-05,2022-01-10,3000,7
8,2,2022-01-05,2022-01-10,3000,10
8,5,2022-01-05,2022-01-10,3000,10
8,2,2022-01-05,2022-01-10,3000,9
8,5,2022-01-05,2022-01-10,3000,9
8,2,2022-01-05,2022-01-10,3000,6
8,5,2022-01-05,2022-01-10,3000,6
8,2,2022-01-05,2022-01-10,3000,11
8,5,2022-01-05,2022-01-10,3000,11
8,3,2022-06-20,2022-06-25,2700,8
8,4,2022-06-20,2022-06-25,2700,8
8,3,2022-06-20,2022-06-25,2700,7
8,4,2022-06-20,2022-06-25,2700,7
8,3,2022-06-20,2022-06-25,2700,11
8,4,2022-06-20,2022-06-25,2700,11
8,3,2022-06-20,2022-06-25,2700,6
8,4,2022-06-20,2022-06-25,2700,6
8,3,2022-06-20,2022-06-25,2700,9
8,4,2022-06-20,2022-06-25,2700,9
8,3,2022-06-20,2022-06-25,2700,10
8,4,2022-06-20,2022-06-25,2700,10
8,0,2022-12-20,2022-12-25,3000,8
8,1,2022-12-20,2022-12-25,3000,8
8,0,2022-12-20,2022-12-25,3000,9
8,1,2022-12-20,2022-12-25,3000,9
8,0,2022-12-20,2022-12-25,3000,10
8,1,2022-12-20,2022-12-25,3000,10
8,0,2022-12-20,2022-12-25,3000,6
8,1,2022-12-20,2022-12-25,3000,6
8,0,2022-12-20,2022-12-25,3000,7
8,1,2022-12-20,2022-12-25,3000,7
9,0,2022-04-10,2022-04-15,3500,9
9,1,2022-04-10,2022-04-15,3500,9
9,2,2022-04-10,2022-04-15,3500,9
9,0,2022-04-10,2022-04-15,3500,8
9,1,2022-04-10,2022-04-15,3500,8
9,2,2022-04-10,2022-04-15,3500,8
9,0,2022-04-10,2022-04-15,3500,10
9,1,2022-04-10,2022-04-15,3500,10
9,2,2022-04-10,2022-04-15,3500,10
9,3,2023-01-10,2023-01-15,4200,9
9,4,2023-01-10,2023-01-15,4200,9
9,5,2023-01-10,2023-01-15,4200,9
9,3,2023-01-10,2023-01-15,4200,6
9,4,2023-01-10,2023-01-15,4200,6
9,5,2023-01-10,2023-01-15,4200,6
9,3,2023-01-10,2023-01-15,4200,8
9,4,2023-01-10,2023-01-15,4200,8
9,5,2023-01-10,2023-01-15,4200,8
9,3,2023-01-10,2023-01-15,4200,10
9,4,2023-01-10,2023-01-15,4200,10
9,5,2023-01-10,2023-01-15,4200,10
9,3,2023-01-10,2023-01-15,4200,7
9,4,2023-01-10,2023-01-15,4200,7
9,5,2023-01-10,2023-01-15,4200,7
9,3,2023-01-10,2023-01-15,4200,11
9,4,2023-01-10,2023-01-15,4200,11
9,5,2023-01-10,2023-01-15,4200,11
10,0,2022-07-10,2022-07-15,4000,10
10,1,2022-07-10,2022-07-15,4000,10
10,2,2022-07-10,2022-07-15,4000,10
10,0,2022-07-10,2022-07-15,4000,7
10,1,2022-07-10,2022-07-15,4000,7
10,2,2022-07-10,2022-07-15,4000,7
10,0,2022-07-10,2022-07-15,4000,8
10,1,2022-07-10,2022-07-15,4000,8
10,2,2022-07-10,2022-07-15,4000,8
10,0,2022-07-10,2022-07-15,4000,11
10,1,2022-07-10,2022-07-15,4000,11
10,2,2022-07-10,2022-07-15,4000,11
10,0,2022-07-10,2022-07-15,4000,6
10,1,2022-07-10,2022-07-15,4000,6
10,2,2022-07-10,2022-07-15,4000,6
10,0,2022-07-10,2022-07-15,4000,9
10,1,2022-07-10,2022-07-15,4000,9
10,2,2022-07-10,2022-07-15,4000,9
